tile_id row_start row_num col_start col_num nnz bypass_cache_l bypass_cache_r use_victim_cache
99 32 16 832 64 4 1 1 0
100 32 16 896 64 1 1 1 0
101 32 16 960 64 1 1 1 0
102 32 16 1024 64 1 1 1 0
103 32 16 1088 64 1 1 1 0
104 32 16 1152 64 2 1 1 0
105 32 16 1216 64 1 1 1 0
106 32 16 1280 64 1 1 1 0
107 32 16 1344 64 4 1 1 0
109 32 16 1472 64 4 1 1 0
110 32 16 1536 64 3 1 1 0
111 32 16 1600 64 4 1 1 0
113 32 16 1728 64 1 1 1 0
114 32 16 1792 64 1 1 1 0
115 32 16 1856 64 2 1 1 0
116 32 16 1920 64 2 1 1 0
117 32 16 1984 64 2 1 1 0
118 32 16 2048 64 3 1 1 0
119 32 16 2112 64 3 1 1 0
121 32 16 2240 64 1 1 1 0
122 32 16 2304 64 2 1 1 0
123 32 16 2368 64 3 1 1 0
127 32 16 2624 64 3 1 1 0
128 32 16 2688 20 1 1 1 0
129 48 16 0 64 3 1 1 0
130 48 16 64 64 1 1 1 0
132 48 16 192 64 1 1 1 0
134 48 16 320 64 1 1 1 0
135 48 16 384 64 3 1 1 0
136 48 16 448 64 2 1 1 0
138 48 16 576 64 4 1 1 0
139 48 16 640 64 1 1 1 0
140 48 16 704 64 3 1 1 0
141 48 16 768 64 3 1 1 0
145 48 16 1024 64 4 1 1 0
146 48 16 1088 64 2 1 1 0
147 48 16 1152 64 1 1 1 0
149 48 16 1280 64 3 1 1 0
150 48 16 1344 64 3 1 1 0
151 48 16 1408 64 3 1 1 0
152 48 16 1472 64 1 1 1 0
154 48 16 1600 64 3 1 1 0
155 48 16 1664 64 4 1 1 0
156 48 16 1728 64 1 1 1 0
157 48 16 1792 64 1 1 1 0
159 48 16 1920 64 1 1 1 0
160 48 16 1984 64 4 1 1 0
161 48 16 2048 64 1 1 1 0
162 48 16 2112 64 2 1 1 0
163 48 16 2176 64 6 1 1 0
165 48 16 2304 64 1 1 1 0
166 48 16 2368 64 1 1 1 0
167 48 16 2432 64 1 1 1 0
170 48 16 2624 64 1 1 1 0
173 64 16 64 64 2 1 1 0
175 64 16 192 64 2 1 1 0
176 64 16 256 64 1 1 1 0
178 64 16 384 64 2 1 1 0
179 64 16 448 64 1 1 1 0
180 64 16 512 64 4 1 1 0
181 64 16 576 64 5 1 1 0
182 64 16 640 64 1 1 1 0
184 64 16 768 64 2 1 1 0
185 64 16 832 64 1 1 1 0
187 64 16 960 64 1 1 1 0
188 64 16 1024 64 2 1 1 0
189 64 16 1088 64 3 1 1 0
190 64 16 1152 64 4 1 1 0
191 64 16 1216 64 1 1 1 0
192 64 16 1280 64 2 1 1 0
193 64 16 1344 64 4 1 1 0
194 64 16 1408 64 2 1 1 0
195 64 16 1472 64 1 1 1 0
197 64 16 1600 64 1 1 1 0
198 64 16 1664 64 1 1 1 0
199 64 16 1728 64 3 1 1 0
200 64 16 1792 64 1 1 1 0
201 64 16 1856 64 1 1 1 0
202 64 16 1920 64 2 1 1 0
203 64 16 1984 64 4 1 1 0
204 64 16 2048 64 2 1 1 0
205 64 16 2112 64 1 1 1 0
206 64 16 2176 64 7 1 1 0
209 64 16 2368 64 3 1 1 0
212 64 16 2560 64 1 1 1 0
213 64 16 2624 64 2 1 1 0
214 64 16 2688 20 1 1 1 0
215 80 16 0 64 1 1 1 0
216 80 16 64 64 2 1 1 0
217 80 16 128 64 4 1 1 0
218 80 16 192 64 1 1 1 0
219 80 16 256 64 4 1 1 0
220 80 16 320 64 3 1 1 0
221 80 16 384 64 3 1 1 0
222 80 16 448 64 2 1 1 0
223 80 16 512 64 2 1 1 0
224 80 16 576 64 1 1 1 0
225 80 16 640 64 3 1 1 0
226 80 16 704 64 5 1 1 0
227 80 16 768 64 2 1 1 0
228 80 16 832 64 5 1 1 0
229 80 16 896 64 3 1 1 0
231 80 16 1024 64 3 1 1 0
232 80 16 1088 64 3 1 1 0
233 80 16 1152 64 2 1 1 0
235 80 16 1280 64 4 1 1 0
236 80 16 1344 64 3 1 1 0
238 80 16 1472 64 6 1 1 0
239 80 16 1536 64 2 1 1 0
240 80 16 1600 64 6 1 1 0
241 80 16 1664 64 2 1 1 0
242 80 16 1728 64 2 1 1 0
243 80 16 1792 64 3 1 1 0
244 80 16 1856 64 2 1 1 0
245 80 16 1920 64 1 1 1 0
246 80 16 1984 64 10 1 1 0
247 80 16 2048 64 3 1 1 0
248 80 16 2112 64 4 1 1 0
249 80 16 2176 64 12 1 1 0
250 80 16 2240 64 2 1 1 0
251 80 16 2304 64 2 1 1 0
252 80 16 2368 64 2 1 1 0
253 80 16 2432 64 4 1 1 0
255 80 16 2560 64 1 1 1 0
258 96 16 0 64 2 1 1 0
259 96 16 64 64 5 1 1 0
260 96 16 128 64 4 1 1 0
261 96 16 192 64 1 1 1 0
262 96 16 256 64 5 1 1 0
264 96 16 384 64 2 1 1 0
265 96 16 448 64 2 1 1 0
266 96 16 512 64 4 1 1 0
267 96 16 576 64 2 1 1 0
268 96 16 640 64 1 1 1 0
269 96 16 704 64 1 1 1 0
271 96 16 832 64 1 1 1 0
273 96 16 960 64 1 1 1 0
274 96 16 1024 64 2 1 1 0
275 96 16 1088 64 1 1 1 0
276 96 16 1152 64 2 1 1 0
277 96 16 1216 64 2 1 1 0
278 96 16 1280 64 1 1 1 0
279 96 16 1344 64 4 1 1 0
280 96 16 1408 64 1 1 1 0
281 96 16 1472 64 1 1 1 0
282 96 16 1536 64 3 1 1 0
283 96 16 1600 64 6 1 1 0
284 96 16 1664 64 1 1 1 0
285 96 16 1728 64 9 1 1 0
286 96 16 1792 64 1 1 1 0
287 96 16 1856 64 2 1 1 0
289 96 16 1984 64 2 1 1 0
290 96 16 2048 64 5 1 1 0
291 96 16 2112 64 1 1 1 0
292 96 16 2176 64 3 1 1 0
293 96 16 2240 64 2 1 1 0
296 96 16 2432 64 5 1 1 0
298 96 16 2560 64 1 1 1 0
299 96 16 2624 64 2 1 1 0
301 112 16 0 64 2 1 1 0
302 112 16 64 64 3 1 1 0
304 112 16 192 64 2 1 1 0
305 112 16 256 64 4 1 1 0
306 112 16 320 64 1 1 1 0
307 112 16 384 64 2 1 1 0
308 112 16 448 64 4 1 1 0
309 112 16 512 64 3 1 1 0
310 112 16 576 64 3 1 1 0
311 112 16 640 64 1 1 1 0
312 112 16 704 64 1 1 1 0
313 112 16 768 64 2 1 1 0
314 112 16 832 64 1 1 1 0
316 112 16 960 64 2 1 1 0
317 112 16 1024 64 2 1 1 0
319 112 16 1152 64 1 1 1 0
321 112 16 1280 64 1 1 1 0
322 112 16 1344 64 1 1 1 0
324 112 16 1472 64 2 1 1 0
325 112 16 1536 64 4 1 1 0
326 112 16 1600 64 4 1 1 0
327 112 16 1664 64 1 1 1 0
329 112 16 1792 64 2 1 1 0
330 112 16 1856 64 3 1 1 0
331 112 16 1920 64 1 1 1 0
332 112 16 1984 64 3 1 1 0
333 112 16 2048 64 2 1 1 0
334 112 16 2112 64 3 1 1 0
336 112 16 2240 64 3 1 1 0
337 112 16 2304 64 1 1 1 0
338 112 16 2368 64 1 1 1 0
339 112 16 2432 64 4 1 1 0
340 112 16 2496 64 2 1 1 0
341 112 16 2560 64 2 1 1 0
344 128 16 0 64 1 1 1 0
345 128 16 64 64 3 1 1 0
346 128 16 128 64 2 1 1 0
347 128 16 192 64 2 1 1 0
348 128 16 256 64 3 1 1 0
349 128 16 320 64 2 1 1 0
350 128 16 384 64 4 1 1 0
351 128 16 448 64 3 1 1 0
352 128 16 512 64 1 1 1 0
353 128 16 576 64 3 1 1 0
354 128 16 640 64 2 1 1 0
355 128 16 704 64 1 1 1 0
356 128 16 768 64 1 1 1 0
357 128 16 832 64 1 1 1 0
358 128 16 896 64 2 1 1 0
359 128 16 960 64 2 1 1 0
369 128 16 1600 64 3 1 1 0
370 128 16 1664 64 2 1 1 0
371 128 16 1728 64 4 1 1 0
374 128 16 1920 64 2 1 1 0
375 128 16 1984 64 4 1 1 0
376 128 16 2048 64 3 1 1 0
377 128 16 2112 64 3 1 1 0
378 128 16 2176 64 1 1 1 0
379 128 16 2240 64 1 1 1 0
380 128 16 2304 64 1 1 1 0
383 128 16 2496 64 1 1 1 0
387 144 16 0 64 2 1 1 0
388 144 16 64 64 3 1 1 0
389 144 16 128 64 6 1 1 0
390 144 16 192 64 3 1 1 0
391 144 16 256 64 2 1 1 0
392 144 16 320 64 4 1 1 0
394 144 16 448 64 1 1 1 0
395 144 16 512 64 1 1 1 0
396 144 16 576 64 2 1 1 0
398 144 16 704 64 1 1 1 0
399 144 16 768 64 3 1 1 0
400 144 16 832 64 1 1 1 0
401 144 16 896 64 2 1 1 0
403 144 16 1024 64 1 1 1 0
405 144 16 1152 64 1 1 1 0
406 144 16 1216 64 1 1 1 0
407 144 16 1280 64 1 1 1 0
408 144 16 1344 64 3 1 1 0
409 144 16 1408 64 3 1 1 0
410 144 16 1472 64 1 1 1 0
411 144 16 1536 64 3 1 1 0
412 144 16 1600 64 2 1 1 0
413 144 16 1664 64 4 1 1 0
414 144 16 1728 64 6 1 1 0
416 144 16 1856 64 2 1 1 0
417 144 16 1920 64 3 1 1 0
418 144 16 1984 64 4 1 1 0
419 144 16 2048 64 1 1 1 0
421 144 16 2176 64 4 1 1 0
422 144 16 2240 64 1 1 1 0
423 144 16 2304 64 2 1 1 0
425 144 16 2432 64 1 1 1 0
426 144 16 2496 64 2 1 1 0
427 144 16 2560 64 1 1 1 0
430 160 16 0 64 2 1 1 0
431 160 16 64 64 1 1 1 0
432 160 16 128 64 2 1 1 0
433 160 16 192 64 3 1 1 0
434 160 16 256 64 2 1 1 0
435 160 16 320 64 1 1 1 0
438 160 16 512 64 2 1 1 0
439 160 16 576 64 3 1 1 0
440 160 16 640 64 1 1 1 0
441 160 16 704 64 3 1 1 0
442 160 16 768 64 2 1 1 0
443 160 16 832 64 1 1 1 0
444 160 16 896 64 1 1 1 0
446 160 16 1024 64 3 1 1 0
448 160 16 1152 64 1 1 1 0
449 160 16 1216 64 1 1 1 0
451 160 16 1344 64 3 1 1 0
453 160 16 1472 64 1 1 1 0
454 160 16 1536 64 2 1 1 0
456 160 16 1664 64 2 1 1 0
457 160 16 1728 64 1 1 1 0
459 160 16 1856 64 1 1 1 0
461 160 16 1984 64 5 1 1 0
463 160 16 2112 64 1 1 1 0
464 160 16 2176 64 2 1 1 0
466 160 16 2304 64 1 1 1 0
467 160 16 2368 64 1 1 1 0
468 160 16 2432 64 4 1 1 0
470 160 16 2560 64 1 1 1 0
472 160 16 2688 20 3 1 1 0
474 176 16 64 64 1 1 1 0
475 176 16 128 64 4 1 1 0
476 176 16 192 64 3 1 1 0
477 176 16 256 64 1 1 1 0
478 176 16 320 64 1 1 1 0
480 176 16 448 64 1 1 1 0
481 176 16 512 64 2 1 1 0
482 176 16 576 64 1 1 1 0
484 176 16 704 64 1 1 1 0
485 176 16 768 64 3 1 1 0
486 176 16 832 64 1 1 1 0
488 176 16 960 64 5 1 1 0
489 176 16 1024 64 1 1 1 0
491 176 16 1152 64 2 1 1 0
492 176 16 1216 64 2 1 1 0
493 176 16 1280 64 1 1 1 0
494 176 16 1344 64 1 1 1 0
495 176 16 1408 64 1 1 1 0
496 176 16 1472 64 1 1 1 0
497 176 16 1536 64 1 1 1 0
498 176 16 1600 64 1 1 1 0
499 176 16 1664 64 4 1 1 0
500 176 16 1728 64 1 1 1 0
501 176 16 1792 64 2 1 1 0
504 176 16 1984 64 5 1 1 0
505 176 16 2048 64 1 1 1 0
506 176 16 2112 64 1 1 1 0
510 176 16 2368 64 1 1 1 0
513 176 16 2560 64 1 1 1 0
514 176 16 2624 64 2 1 1 0
515 176 16 2688 20 1 1 1 0
516 192 16 0 64 1 1 1 0
517 192 16 64 64 2 1 1 0
518 192 16 128 64 1 1 1 0
519 192 16 192 64 1 1 1 0
520 192 16 256 64 1 1 1 0
521 192 16 320 64 1 1 1 0
522 192 16 384 64 5 1 1 0
523 192 16 448 64 2 1 1 0
524 192 16 512 64 1 1 1 0
525 192 16 576 64 1 1 1 0
529 192 16 832 64 3 1 1 0
531 192 16 960 64 1 1 1 0
532 192 16 1024 64 1 1 1 0
533 192 16 1088 64 1 1 1 0
534 192 16 1152 64 1 1 1 0
535 192 16 1216 64 2 1 1 0
537 192 16 1344 64 1 1 1 0
538 192 16 1408 64 2 1 1 0
542 192 16 1664 64 2 1 1 0
545 192 16 1856 64 3 1 1 0
547 192 16 1984 64 1 1 1 0
549 192 16 2112 64 1 1 1 0
553 192 16 2368 64 3 1 1 0
554 192 16 2432 64 1 1 1 0
556 192 16 2560 64 1 1 1 0
557 192 16 2624 64 2 1 1 0
558 192 16 2688 20 1 1 1 0
559 208 16 0 64 2 1 1 0
561 208 16 128 64 4 1 1 0
562 208 16 192 64 1 1 1 0
564 208 16 320 64 2 1 1 0
566 208 16 448 64 2 1 1 0
570 208 16 704 64 2 1 1 0
571 208 16 768 64 5 1 1 0
573 208 16 896 64 1 1 1 0
574 208 16 960 64 1 1 1 0
575 208 16 1024 64 1 1 1 0
577 208 16 1152 64 1 1 1 0
579 208 16 1280 64 1 1 1 0
580 208 16 1344 64 3 1 1 0
581 208 16 1408 64 1 1 1 0
583 208 16 1536 64 3 1 1 0
584 208 16 1600 64 2 1 1 0
585 208 16 1664 64 3 1 1 0
586 208 16 1728 64 1 1 1 0
588 208 16 1856 64 5 1 1 0
590 208 16 1984 64 2 1 1 0
591 208 16 2048 64 2 1 1 0
592 208 16 2112 64 1 1 1 0
593 208 16 2176 64 2 1 1 0
595 208 16 2304 64 1 1 1 0
597 208 16 2432 64 2 1 1 0
599 208 16 2560 64 1 1 1 0
600 208 16 2624 64 1 1 1 0
603 224 16 64 64 3 1 1 0
604 224 16 128 64 5 1 1 0
605 224 16 192 64 3 1 1 0
606 224 16 256 64 1 1 1 0
607 224 16 320 64 1 1 1 0
608 224 16 384 64 1 1 1 0
610 224 16 512 64 3 1 1 0
611 224 16 576 64 3 1 1 0
615 224 16 832 64 4 1 1 0
616 224 16 896 64 1 1 1 0
618 224 16 1024 64 3 1 1 0
619 224 16 1088 64 1 1 1 0
621 224 16 1216 64 3 1 1 0
623 224 16 1344 64 3 1 1 0
626 224 16 1536 64 1 1 1 0
628 224 16 1664 64 5 1 1 0
629 224 16 1728 64 1 1 1 0
630 224 16 1792 64 3 1 1 0
631 224 16 1856 64 5 1 1 0
633 224 16 1984 64 5 1 1 0
634 224 16 2048 64 2 1 1 0
635 224 16 2112 64 1 1 1 0
636 224 16 2176 64 2 1 1 0
637 224 16 2240 64 1 1 1 0
639 224 16 2368 64 1 1 1 0
641 224 16 2496 64 1 1 1 0
642 224 16 2560 64 1 1 1 0
646 240 16 64 64 1 1 1 0
647 240 16 128 64 1 1 1 0
648 240 16 192 64 3 1 1 0
649 240 16 256 64 1 1 1 0
652 240 16 448 64 4 1 1 0
653 240 16 512 64 2 1 1 0
654 240 16 576 64 1 1 1 0
656 240 16 704 64 2 1 1 0
657 240 16 768 64 2 1 1 0
658 240 16 832 64 1 1 1 0
659 240 16 896 64 1 1 1 0
660 240 16 960 64 1 1 1 0
661 240 16 1024 64 1 1 1 0
662 240 16 1088 64 1 1 1 0
663 240 16 1152 64 2 1 1 0
664 240 16 1216 64 2 1 1 0
665 240 16 1280 64 2 1 1 0
666 240 16 1344 64 2 1 1 0
667 240 16 1408 64 3 1 1 0
668 240 16 1472 64 2 1 1 0
669 240 16 1536 64 1 1 1 0
670 240 16 1600 64 1 1 1 0
671 240 16 1664 64 2 1 1 0
674 240 16 1856 64 1 1 1 0
675 240 16 1920 64 4 1 1 0
678 240 16 2112 64 1 1 1 0
680 240 16 2240 64 1 1 1 0
682 240 16 2368 64 1 1 1 0
683 240 16 2432 64 2 1 1 0
684 240 16 2496 64 1 1 1 0
685 240 16 2560 64 1 1 1 0
686 240 16 2624 64 2 1 1 0
688 256 16 0 64 1 1 1 0
689 256 16 64 64 3 1 1 0
690 256 16 128 64 1 1 1 0
692 256 16 256 64 1 1 1 0
693 256 16 320 64 3 1 1 0
694 256 16 384 64 1 1 1 0
695 256 16 448 64 1 1 1 0
697 256 16 576 64 2 1 1 0
698 256 16 640 64 1 1 1 0
699 256 16 704 64 2 1 1 0
700 256 16 768 64 1 1 1 0
701 256 16 832 64 3 1 1 0
703 256 16 960 64 2 1 1 0
705 256 16 1088 64 2 1 1 0
706 256 16 1152 64 3 1 1 0
707 256 16 1216 64 1 1 1 0
709 256 16 1344 64 3 1 1 0
710 256 16 1408 64 2 1 1 0
711 256 16 1472 64 1 1 1 0
714 256 16 1664 64 1 1 1 0
715 256 16 1728 64 1 1 1 0
716 256 16 1792 64 1 1 1 0
717 256 16 1856 64 2 1 1 0
718 256 16 1920 64 1 1 1 0
719 256 16 1984 64 1 1 1 0
722 256 16 2176 64 3 1 1 0
723 256 16 2240 64 1 1 1 0
725 256 16 2368 64 2 1 1 0
726 256 16 2432 64 1 1 1 0
727 256 16 2496 64 4 1 1 0
729 256 16 2624 64 1 1 1 0
731 272 16 0 64 3 1 1 0
732 272 16 64 64 3 1 1 0
733 272 16 128 64 1 1 1 0
734 272 16 192 64 1 1 1 0
735 272 16 256 64 2 1 1 0
736 272 16 320 64 1 1 1 0
737 272 16 384 64 1 1 1 0
738 272 16 448 64 2 1 1 0
739 272 16 512 64 1 1 1 0
740 272 16 576 64 1 1 1 0
741 272 16 640 64 3 1 1 0
742 272 16 704 64 4 1 1 0
743 272 16 768 64 1 1 1 0
744 272 16 832 64 2 1 1 0
746 272 16 960 64 2 1 1 0
749 272 16 1152 64 2 1 1 0
752 272 16 1344 64 2 1 1 0
753 272 16 1408 64 1 1 1 0
754 272 16 1472 64 1 1 1 0
755 272 16 1536 64 1 1 1 0
757 272 16 1664 64 1 1 1 0
760 272 16 1856 64 1 1 1 0
761 272 16 1920 64 1 1 1 0
762 272 16 1984 64 2 1 1 0
764 272 16 2112 64 3 1 1 0
765 272 16 2176 64 5 1 1 0
766 272 16 2240 64 4 1 1 0
767 272 16 2304 64 1 1 1 0
768 272 16 2368 64 1 1 1 0
773 272 16 2688 20 1 1 1 0
775 288 16 64 64 2 1 1 0
776 288 16 128 64 1 1 1 0
777 288 16 192 64 1 1 1 0
778 288 16 256 64 2 1 1 0
779 288 16 320 64 2 1 1 0
780 288 16 384 64 1 1 1 0
782 288 16 512 64 1 1 1 0
783 288 16 576 64 4 1 1 0
784 288 16 640 64 1 1 1 0
785 288 16 704 64 3 1 1 0
788 288 16 896 64 1 1 1 0
791 288 16 1088 64 1 1 1 0
792 288 16 1152 64 4 1 1 0
793 288 16 1216 64 1 1 1 0
794 288 16 1280 64 1 1 1 0
795 288 16 1344 64 1 1 1 0
797 288 16 1472 64 1 1 1 0
798 288 16 1536 64 1 1 1 0
800 288 16 1664 64 3 1 1 0
801 288 16 1728 64 1 1 1 0
805 288 16 1984 64 2 1 1 0
807 288 16 2112 64 1 1 1 0
810 288 16 2304 64 1 1 1 0
811 288 16 2368 64 3 1 1 0
812 288 16 2432 64 1 1 1 0
813 288 16 2496 64 1 1 1 0
814 288 16 2560 64 1 1 1 0
815 288 16 2624 64 1 1 1 0
818 304 16 64 64 6 1 1 0
819 304 16 128 64 5 1 1 0
820 304 16 192 64 1 1 1 0
821 304 16 256 64 5 1 1 0
822 304 16 320 64 6 1 1 0
823 304 16 384 64 4 1 1 0
824 304 16 448 64 3 1 1 0
825 304 16 512 64 5 1 1 0
826 304 16 576 64 3 1 1 0
827 304 16 640 64 3 1 1 0
828 304 16 704 64 2 1 1 0
830 304 16 832 64 4 1 1 0
831 304 16 896 64 3 1 1 0
832 304 16 960 64 4 1 1 0
833 304 16 1024 64 3 1 1 0
834 304 16 1088 64 1 1 1 0
835 304 16 1152 64 4 1 1 0
836 304 16 1216 64 5 1 1 0
837 304 16 1280 64 2 1 1 0
838 304 16 1344 64 2 1 1 0
839 304 16 1408 64 1 1 1 0
840 304 16 1472 64 2 1 1 0
841 304 16 1536 64 4 1 1 0
842 304 16 1600 64 7 1 1 0
843 304 16 1664 64 4 1 1 0
844 304 16 1728 64 10 1 1 0
845 304 16 1792 64 8 1 1 0
846 304 16 1856 64 4 1 1 0
847 304 16 1920 64 9 1 1 0
848 304 16 1984 64 6 1 1 0
849 304 16 2048 64 11 1 1 0
851 304 16 2176 64 1 1 1 0
852 304 16 2240 64 2 1 1 0
853 304 16 2304 64 1 1 1 0
854 304 16 2368 64 1 1 1 0
860 320 16 0 64 2 1 1 0
861 320 16 64 64 2 1 1 0
862 320 16 128 64 2 1 1 0
863 320 16 192 64 1 1 1 0
864 320 16 256 64 3 1 1 0
865 320 16 320 64 1 1 1 0
867 320 16 448 64 1 1 1 0
870 320 16 640 64 2 1 1 0
872 320 16 768 64 2 1 1 0
874 320 16 896 64 2 1 1 0
875 320 16 960 64 1 1 1 0
876 320 16 1024 64 1 1 1 0
879 320 16 1216 64 1 1 1 0
880 320 16 1280 64 1 1 1 0
881 320 16 1344 64 2 1 1 0
882 320 16 1408 64 1 1 1 0
883 320 16 1472 64 2 1 1 0
884 320 16 1536 64 1 1 1 0
886 320 16 1664 64 2 1 1 0
887 320 16 1728 64 1 1 1 0
888 320 16 1792 64 2 1 1 0
891 320 16 1984 64 5 1 1 0
892 320 16 2048 64 2 1 1 0
893 320 16 2112 64 3 1 1 0
894 320 16 2176 64 1 1 1 0
898 320 16 2432 64 1 1 1 0
900 320 16 2560 64 2 1 1 0
904 336 16 64 64 1 1 1 0
907 336 16 256 64 4 1 1 0
908 336 16 320 64 1 1 1 0
909 336 16 384 64 6 1 1 0
910 336 16 448 64 1 1 1 0
911 336 16 512 64 1 1 1 0
912 336 16 576 64 2 1 1 0
913 336 16 640 64 2 1 1 0
915 336 16 768 64 1 1 1 0
916 336 16 832 64 2 1 1 0
918 336 16 960 64 1 1 1 0
919 336 16 1024 64 1 1 1 0
921 336 16 1152 64 1 1 1 0
924 336 16 1344 64 4 1 1 0
925 336 16 1408 64 1 1 1 0
926 336 16 1472 64 2 1 1 0
927 336 16 1536 64 2 1 1 0
928 336 16 1600 64 3 1 1 0
929 336 16 1664 64 1 1 1 0
930 336 16 1728 64 4 1 1 0
931 336 16 1792 64 1 1 1 0
933 336 16 1920 64 3 1 1 0
934 336 16 1984 64 1 1 1 0
935 336 16 2048 64 4 1 1 0
938 336 16 2240 64 2 1 1 0
939 336 16 2304 64 1 1 1 0
940 336 16 2368 64 1 1 1 0
941 336 16 2432 64 1 1 1 0
948 352 16 128 64 1 1 1 0
949 352 16 192 64 2 1 1 0
950 352 16 256 64 3 1 1 0
952 352 16 384 64 1 1 1 0
953 352 16 448 64 1 1 1 0
954 352 16 512 64 1 1 1 0
956 352 16 640 64 2 1 1 0
957 352 16 704 64 2 1 1 0
958 352 16 768 64 1 1 1 0
961 352 16 960 64 2 1 1 0
964 352 16 1152 64 2 1 1 0
965 352 16 1216 64 1 1 1 0
966 352 16 1280 64 2 1 1 0
967 352 16 1344 64 3 1 1 0
968 352 16 1408 64 1 1 1 0
969 352 16 1472 64 1 1 1 0
970 352 16 1536 64 1 1 1 0
971 352 16 1600 64 3 1 1 0
972 352 16 1664 64 1 1 1 0
973 352 16 1728 64 1 1 1 0
974 352 16 1792 64 2 1 1 0
976 352 16 1920 64 2 1 1 0
977 352 16 1984 64 2 1 1 0
978 352 16 2048 64 1 1 1 0
979 352 16 2112 64 1 1 1 0
984 352 16 2432 64 3 1 1 0
985 352 16 2496 64 1 1 1 0
987 352 16 2624 64 4 1 1 0
989 368 16 0 64 1 1 1 0
990 368 16 64 64 1 1 1 0
991 368 16 128 64 5 1 1 0
992 368 16 192 64 1 1 1 0
993 368 16 256 64 2 1 1 0
995 368 16 384 64 3 1 1 0
996 368 16 448 64 1 1 1 0
998 368 16 576 64 2 1 1 0
999 368 16 640 64 2 1 1 0
1000 368 16 704 64 3 1 1 0
1002 368 16 832 64 1 1 1 0
1003 368 16 896 64 2 1 1 0
1004 368 16 960 64 3 1 1 0
1005 368 16 1024 64 2 1 1 0
1006 368 16 1088 64 1 1 1 0
1007 368 16 1152 64 2 1 1 0
1008 368 16 1216 64 1 1 1 0
1010 368 16 1344 64 2 1 1 0
1011 368 16 1408 64 6 1 1 0
1013 368 16 1536 64 3 1 1 0
1015 368 16 1664 64 2 1 1 0
1017 368 16 1792 64 1 1 1 0
1018 368 16 1856 64 1 1 1 0
1019 368 16 1920 64 1 1 1 0
1020 368 16 1984 64 1 1 1 0
1022 368 16 2112 64 3 1 1 0
1024 368 16 2240 64 4 1 1 0
1026 368 16 2368 64 4 1 1 0
1027 368 16 2432 64 3 1 1 0
1028 368 16 2496 64 2 1 1 0
1029 368 16 2560 64 1 1 1 0
1033 384 16 64 64 2 1 1 0
1034 384 16 128 64 2 1 1 0
1035 384 16 192 64 1 1 1 0
1037 384 16 320 64 3 1 1 0
1039 384 16 448 64 1 1 1 0
1040 384 16 512 64 2 1 1 0
1041 384 16 576 64 1 1 1 0
1042 384 16 640 64 2 1 1 0
1043 384 16 704 64 4 1 1 0
1045 384 16 832 64 2 1 1 0
1046 384 16 896 64 1 1 1 0
1048 384 16 1024 64 3 1 1 0
